category,accuracy,grp_size,gt_id,run_id
gt_2,0.5555555555555556,9,cb22304f-f920-455-GT_TOPIC_gt_2,cb22304f-f920-455
gt_0,0.6666666666666666,9,e360ad3a-f4a0-457-GT_TOPIC_gt_0,e360ad3a-f4a0-457
gt_3,0.9851485148514851,2222,e360ad3a-f4a0-457-GT_TOPIC_gt_3,e360ad3a-f4a0-457
gt_7,0.4,5,e360ad3a-f4a0-457-GT_TOPIC_gt_7,e360ad3a-f4a0-457
gt_9,0.541993281075028,1786,e360ad3a-f4a0-457-GT_TOPIC_gt_9,e360ad3a-f4a0-457
gt_6,0.2857142857142857,7,e360ad3a-f4a0-457-GT_TOPIC_gt_6,e360ad3a-f4a0-457
gt_5,0.5,4,e360ad3a-f4a0-457-GT_TOPIC_gt_5,e360ad3a-f4a0-457
gt_4,0.6002017484868863,5948,e360ad3a-f4a0-457-GT_TOPIC_gt_4,e360ad3a-f4a0-457
gt_1,0.8,5,e360ad3a-f4a0-457-GT_TOPIC_gt_1,e360ad3a-f4a0-457
gt_8,0.4,5,e360ad3a-f4a0-457-GT_TOPIC_gt_8,e360ad3a-f4a0-457
gt_2,0.8888888888888888,9,e360ad3a-f4a0-457-GT_TOPIC_gt_2,e360ad3a-f4a0-457
gt_0,0.6666666666666666,9,e95709b6-f76b-498-GT_TOPIC_gt_0,e95709b6-f76b-498
gt_3,1.0,2222,e95709b6-f76b-498-GT_TOPIC_gt_3,e95709b6-f76b-498
gt_7,1.0,5,e95709b6-f76b-498-GT_TOPIC_gt_7,e95709b6-f76b-498
gt_9,0.9994400895856663,1786,e95709b6-f76b-498-GT_TOPIC_gt_9,e95709b6-f76b-498
gt_6,0.5714285714285714,7,e95709b6-f76b-498-GT_TOPIC_gt_6,e95709b6-f76b-498
gt_5,0.5,4,e95709b6-f76b-498-GT_TOPIC_gt_5,e95709b6-f76b-498
gt_4,0.9974781439139206,5948,e95709b6-f76b-498-GT_TOPIC_gt_4,e95709b6-f76b-498
gt_1,0.8,5,e95709b6-f76b-498-GT_TOPIC_gt_1,e95709b6-f76b-498
gt_8,0.4,5,e95709b6-f76b-498-GT_TOPIC_gt_8,e95709b6-f76b-498
gt_2,0.6666666666666666,9,e95709b6-f76b-498-GT_TOPIC_gt_2,e95709b6-f76b-498
gt_0,0.3333333333333333,9,ab9efb55-4b37-4af-GT_TOPIC_gt_0,ab9efb55-4b37-4af
gt_3,0.5189018901890189,2222,ab9efb55-4b37-4af-GT_TOPIC_gt_3,ab9efb55-4b37-4af
gt_7,0.4,5,ab9efb55-4b37-4af-GT_TOPIC_gt_7,ab9efb55-4b37-4af
gt_9,0.9927211646136618,1786,ab9efb55-4b37-4af-GT_TOPIC_gt_9,ab9efb55-4b37-4af
gt_6,0.2857142857142857,7,ab9efb55-4b37-4af-GT_TOPIC_gt_6,ab9efb55-4b37-4af
gt_5,0.5,4,ab9efb55-4b37-4af-GT_TOPIC_gt_5,ab9efb55-4b37-4af
gt_4,0.7289845326160054,5948,ab9efb55-4b37-4af-GT_TOPIC_gt_4,ab9efb55-4b37-4af
gt_1,0.4,5,ab9efb55-4b37-4af-GT_TOPIC_gt_1,ab9efb55-4b37-4af
gt_8,0.4,5,ab9efb55-4b37-4af-GT_TOPIC_gt_8,ab9efb55-4b37-4af
gt_2,0.3333333333333333,9,ab9efb55-4b37-4af-GT_TOPIC_gt_2,ab9efb55-4b37-4af
gt_0,0.5555555555555556,9,79ea1dd8-6635-4b3-GT_TOPIC_gt_0,79ea1dd8-6635-4b3
gt_3,0.9698469846984699,2222,79ea1dd8-6635-4b3-GT_TOPIC_gt_3,79ea1dd8-6635-4b3
gt_7,0.6,5,79ea1dd8-6635-4b3-GT_TOPIC_gt_7,79ea1dd8-6635-4b3
gt_9,0.9888017917133258,1786,79ea1dd8-6635-4b3-GT_TOPIC_gt_9,79ea1dd8-6635-4b3
gt_6,0.42857142857142855,7,79ea1dd8-6635-4b3-GT_TOPIC_gt_6,79ea1dd8-6635-4b3
gt_5,0.5,4,79ea1dd8-6635-4b3-GT_TOPIC_gt_5,79ea1dd8-6635-4b3
gt_4,0.6271015467383995,5948,79ea1dd8-6635-4b3-GT_TOPIC_gt_4,79ea1dd8-6635-4b3
gt_1,0.6,5,79ea1dd8-6635-4b3-GT_TOPIC_gt_1,79ea1dd8-6635-4b3
gt_8,0.4,5,79ea1dd8-6635-4b3-GT_TOPIC_gt_8,79ea1dd8-6635-4b3
gt_2,0.3333333333333333,9,79ea1dd8-6635-4b3-GT_TOPIC_gt_2,79ea1dd8-6635-4b3
gt_0,0.5555555555555556,9,ff762d2a-ae04-497-GT_TOPIC_gt_0,ff762d2a-ae04-497
gt_3,0.9720972097209721,2222,ff762d2a-ae04-497-GT_TOPIC_gt_3,ff762d2a-ae04-497
gt_7,0.2,5,ff762d2a-ae04-497-GT_TOPIC_gt_7,ff762d2a-ae04-497
gt_9,0.9977603583426652,1786,ff762d2a-ae04-497-GT_TOPIC_gt_9,ff762d2a-ae04-497
gt_6,0.2857142857142857,7,ff762d2a-ae04-497-GT_TOPIC_gt_6,ff762d2a-ae04-497
gt_5,0.25,4,ff762d2a-ae04-497-GT_TOPIC_gt_5,ff762d2a-ae04-497
gt_4,0.9873907195696032,5948,ff762d2a-ae04-497-GT_TOPIC_gt_4,ff762d2a-ae04-497
gt_1,0.2,5,ff762d2a-ae04-497-GT_TOPIC_gt_1,ff762d2a-ae04-497
gt_8,0.6,5,ff762d2a-ae04-497-GT_TOPIC_gt_8,ff762d2a-ae04-497
gt_2,0.3333333333333333,9,ff762d2a-ae04-497-GT_TOPIC_gt_2,ff762d2a-ae04-497
gt_0,0.7777777777777778,9,0fba2a3d-f22c-46e-GT_TOPIC_gt_0,0fba2a3d-f22c-46e
gt_3,1.0,2222,0fba2a3d-f22c-46e-GT_TOPIC_gt_3,0fba2a3d-f22c-46e
gt_7,1.0,5,0fba2a3d-f22c-46e-GT_TOPIC_gt_7,0fba2a3d-f22c-46e
gt_9,0.9994400895856663,1786,0fba2a3d-f22c-46e-GT_TOPIC_gt_9,0fba2a3d-f22c-46e
gt_6,0.5714285714285714,7,0fba2a3d-f22c-46e-GT_TOPIC_gt_6,0fba2a3d-f22c-46e
gt_5,0.5,4,0fba2a3d-f22c-46e-GT_TOPIC_gt_5,0fba2a3d-f22c-46e
gt_4,0.9994956287827841,5948,0fba2a3d-f22c-46e-GT_TOPIC_gt_4,0fba2a3d-f22c-46e
gt_1,0.8,5,0fba2a3d-f22c-46e-GT_TOPIC_gt_1,0fba2a3d-f22c-46e
gt_8,0.6,5,0fba2a3d-f22c-46e-GT_TOPIC_gt_8,0fba2a3d-f22c-46e
gt_2,0.7777777777777778,9,0fba2a3d-f22c-46e-GT_TOPIC_gt_2,0fba2a3d-f22c-46e
gt_0,0.3333333333333333,9,3f913f88-425d-430-GT_TOPIC_gt_0,3f913f88-425d-430
gt_3,0.9963996399639964,2222,3f913f88-425d-430-GT_TOPIC_gt_3,3f913f88-425d-430
gt_7,0.8,5,3f913f88-425d-430-GT_TOPIC_gt_7,3f913f88-425d-430
gt_9,0.9356103023516238,1786,3f913f88-425d-430-GT_TOPIC_gt_9,3f913f88-425d-430
gt_6,0.2857142857142857,7,3f913f88-425d-430-GT_TOPIC_gt_6,3f913f88-425d-430
gt_5,0.25,4,3f913f88-425d-430-GT_TOPIC_gt_5,3f913f88-425d-430
gt_4,0.8254875588433087,5948,3f913f88-425d-430-GT_TOPIC_gt_4,3f913f88-425d-430
gt_1,0.6,5,3f913f88-425d-430-GT_TOPIC_gt_1,3f913f88-425d-430
gt_8,0.8,5,3f913f88-425d-430-GT_TOPIC_gt_8,3f913f88-425d-430
gt_2,0.8888888888888888,9,3f913f88-425d-430-GT_TOPIC_gt_2,3f913f88-425d-430
gt_0,0.4444444444444444,9,bd240941-73b7-431-GT_TOPIC_gt_0,bd240941-73b7-431
gt_3,0.9981998199819982,2222,bd240941-73b7-431-GT_TOPIC_gt_3,bd240941-73b7-431
gt_7,0.8,5,bd240941-73b7-431-GT_TOPIC_gt_7,bd240941-73b7-431
gt_9,0.786114221724524,1786,bd240941-73b7-431-GT_TOPIC_gt_9,bd240941-73b7-431
gt_6,0.42857142857142855,7,bd240941-73b7-431-GT_TOPIC_gt_6,bd240941-73b7-431
gt_5,0.5,4,bd240941-73b7-431-GT_TOPIC_gt_5,bd240941-73b7-431
gt_4,0.8818090114324143,5948,bd240941-73b7-431-GT_TOPIC_gt_4,bd240941-73b7-431
gt_1,0.8,5,bd240941-73b7-431-GT_TOPIC_gt_1,bd240941-73b7-431
gt_8,0.6,5,bd240941-73b7-431-GT_TOPIC_gt_8,bd240941-73b7-431
gt_2,0.7777777777777778,9,bd240941-73b7-431-GT_TOPIC_gt_2,bd240941-73b7-431
gt_0,0.3333333333333333,9,f685a0f7-ebcf-46f-GT_TOPIC_gt_0,f685a0f7-ebcf-46f
gt_3,0.9864986498649865,2222,f685a0f7-ebcf-46f-GT_TOPIC_gt_3,f685a0f7-ebcf-46f
gt_7,0.4,5,f685a0f7-ebcf-46f-GT_TOPIC_gt_7,f685a0f7-ebcf-46f
gt_9,0.9680851063829787,1786,f685a0f7-ebcf-46f-GT_TOPIC_gt_9,f685a0f7-ebcf-46f
gt_6,0.42857142857142855,7,f685a0f7-ebcf-46f-GT_TOPIC_gt_6,f685a0f7-ebcf-46f
gt_5,0.5,4,f685a0f7-ebcf-46f-GT_TOPIC_gt_5,f685a0f7-ebcf-46f
gt_4,0.620712844653665,5948,f685a0f7-ebcf-46f-GT_TOPIC_gt_4,f685a0f7-ebcf-46f
gt_1,0.4,5,f685a0f7-ebcf-46f-GT_TOPIC_gt_1,f685a0f7-ebcf-46f
gt_8,0.4,5,f685a0f7-ebcf-46f-GT_TOPIC_gt_8,f685a0f7-ebcf-46f
gt_2,0.5555555555555556,9,f685a0f7-ebcf-46f-GT_TOPIC_gt_2,f685a0f7-ebcf-46f
gt_0,0.3333333333333333,9,d7903254-cfd9-461-GT_TOPIC_gt_0,d7903254-cfd9-461
gt_3,0.8973897389738974,2222,d7903254-cfd9-461-GT_TOPIC_gt_3,d7903254-cfd9-461
gt_7,0.4,5,d7903254-cfd9-461-GT_TOPIC_gt_7,d7903254-cfd9-461
gt_9,0.9916013437849944,1786,d7903254-cfd9-461-GT_TOPIC_gt_9,d7903254-cfd9-461
gt_6,0.42857142857142855,7,d7903254-cfd9-461-GT_TOPIC_gt_6,d7903254-cfd9-461
gt_5,0.25,4,d7903254-cfd9-461-GT_TOPIC_gt_5,d7903254-cfd9-461
gt_4,0.7402488231338265,5948,d7903254-cfd9-461-GT_TOPIC_gt_4,d7903254-cfd9-461
gt_1,0.4,5,d7903254-cfd9-461-GT_TOPIC_gt_1,d7903254-cfd9-461
gt_8,0.4,5,d7903254-cfd9-461-GT_TOPIC_gt_8,d7903254-cfd9-461
gt_2,0.4444444444444444,9,d7903254-cfd9-461-GT_TOPIC_gt_2,d7903254-cfd9-461
gt_0,0.4444444444444444,9,ce263ead-d55a-42a-GT_TOPIC_gt_0,ce263ead-d55a-42a
gt_3,0.9932493249324933,2222,ce263ead-d55a-42a-GT_TOPIC_gt_3,ce263ead-d55a-42a
gt_7,0.6,5,ce263ead-d55a-42a-GT_TOPIC_gt_7,ce263ead-d55a-42a
gt_9,0.925531914893617,1786,ce263ead-d55a-42a-GT_TOPIC_gt_9,ce263ead-d55a-42a
gt_6,0.42857142857142855,7,ce263ead-d55a-42a-GT_TOPIC_gt_6,ce263ead-d55a-42a
gt_5,0.5,4,ce263ead-d55a-42a-GT_TOPIC_gt_5,ce263ead-d55a-42a
gt_4,0.933927370544721,5948,ce263ead-d55a-42a-GT_TOPIC_gt_4,ce263ead-d55a-42a
gt_1,0.6,5,ce263ead-d55a-42a-GT_TOPIC_gt_1,ce263ead-d55a-42a
gt_8,0.4,5,ce263ead-d55a-42a-GT_TOPIC_gt_8,ce263ead-d55a-42a
gt_2,0.7777777777777778,9,ce263ead-d55a-42a-GT_TOPIC_gt_2,ce263ead-d55a-42a
gt_0,0.7777777777777778,9,703bb8d4-5108-4e7-GT_TOPIC_gt_0,703bb8d4-5108-4e7
gt_3,0.9990999099909991,2222,703bb8d4-5108-4e7-GT_TOPIC_gt_3,703bb8d4-5108-4e7
gt_7,1.0,5,703bb8d4-5108-4e7-GT_TOPIC_gt_7,703bb8d4-5108-4e7
gt_9,0.9988801791713325,1786,703bb8d4-5108-4e7-GT_TOPIC_gt_9,703bb8d4-5108-4e7
gt_6,0.42857142857142855,7,703bb8d4-5108-4e7-GT_TOPIC_gt_6,703bb8d4-5108-4e7
gt_5,0.5,4,703bb8d4-5108-4e7-GT_TOPIC_gt_5,703bb8d4-5108-4e7
gt_4,0.9998318762609281,5948,703bb8d4-5108-4e7-GT_TOPIC_gt_4,703bb8d4-5108-4e7
gt_1,0.6,5,703bb8d4-5108-4e7-GT_TOPIC_gt_1,703bb8d4-5108-4e7
gt_8,0.4,5,703bb8d4-5108-4e7-GT_TOPIC_gt_8,703bb8d4-5108-4e7
gt_2,0.7777777777777778,9,703bb8d4-5108-4e7-GT_TOPIC_gt_2,703bb8d4-5108-4e7
gt_0,0.3333333333333333,9,02f7651a-bd1f-46c-GT_TOPIC_gt_0,02f7651a-bd1f-46c
gt_3,0.729072907290729,2222,02f7651a-bd1f-46c-GT_TOPIC_gt_3,02f7651a-bd1f-46c
gt_7,0.6,5,02f7651a-bd1f-46c-GT_TOPIC_gt_7,02f7651a-bd1f-46c
gt_9,0.9826427771556551,1786,02f7651a-bd1f-46c-GT_TOPIC_gt_9,02f7651a-bd1f-46c
gt_6,0.42857142857142855,7,02f7651a-bd1f-46c-GT_TOPIC_gt_6,02f7651a-bd1f-46c
gt_5,0.75,4,02f7651a-bd1f-46c-GT_TOPIC_gt_5,02f7651a-bd1f-46c
gt_4,0.5849024882313383,5948,02f7651a-bd1f-46c-GT_TOPIC_gt_4,02f7651a-bd1f-46c
gt_1,0.2,5,02f7651a-bd1f-46c-GT_TOPIC_gt_1,02f7651a-bd1f-46c
gt_8,0.2,5,02f7651a-bd1f-46c-GT_TOPIC_gt_8,02f7651a-bd1f-46c
gt_2,0.3333333333333333,9,02f7651a-bd1f-46c-GT_TOPIC_gt_2,02f7651a-bd1f-46c
gt_0,0.5555555555555556,9,dc668fbc-0c5d-496-GT_TOPIC_gt_0,dc668fbc-0c5d-496
gt_3,0.851935193519352,2222,dc668fbc-0c5d-496-GT_TOPIC_gt_3,dc668fbc-0c5d-496
gt_7,0.4,5,dc668fbc-0c5d-496-GT_TOPIC_gt_7,dc668fbc-0c5d-496
gt_9,0.9938409854423292,1786,dc668fbc-0c5d-496-GT_TOPIC_gt_9,dc668fbc-0c5d-496
gt_6,0.5714285714285714,7,dc668fbc-0c5d-496-GT_TOPIC_gt_6,dc668fbc-0c5d-496
gt_5,0.5,4,dc668fbc-0c5d-496-GT_TOPIC_gt_5,dc668fbc-0c5d-496
gt_4,0.8971082716879624,5948,dc668fbc-0c5d-496-GT_TOPIC_gt_4,dc668fbc-0c5d-496
gt_1,0.6,5,dc668fbc-0c5d-496-GT_TOPIC_gt_1,dc668fbc-0c5d-496
gt_8,0.4,5,dc668fbc-0c5d-496-GT_TOPIC_gt_8,dc668fbc-0c5d-496
gt_2,0.4444444444444444,9,dc668fbc-0c5d-496-GT_TOPIC_gt_2,dc668fbc-0c5d-496
gt_0,0.3333333333333333,9,4597d621-7c43-410-GT_TOPIC_gt_0,4597d621-7c43-410
gt_3,0.9977497749774977,2222,4597d621-7c43-410-GT_TOPIC_gt_3,4597d621-7c43-410
gt_7,0.4,5,4597d621-7c43-410-GT_TOPIC_gt_7,4597d621-7c43-410
gt_9,0.9983202687569989,1786,4597d621-7c43-410-GT_TOPIC_gt_9,4597d621-7c43-410
gt_6,0.42857142857142855,7,4597d621-7c43-410-GT_TOPIC_gt_6,4597d621-7c43-410
gt_5,0.5,4,4597d621-7c43-410-GT_TOPIC_gt_5,4597d621-7c43-410
gt_4,0.9988231338264963,5948,4597d621-7c43-410-GT_TOPIC_gt_4,4597d621-7c43-410
gt_1,0.6,5,4597d621-7c43-410-GT_TOPIC_gt_1,4597d621-7c43-410
gt_8,0.8,5,4597d621-7c43-410-GT_TOPIC_gt_8,4597d621-7c43-410
gt_2,0.6666666666666666,9,4597d621-7c43-410-GT_TOPIC_gt_2,4597d621-7c43-410
gt_0,0.6666666666666666,9,44e4fd94-6d32-4df-GT_TOPIC_gt_0,44e4fd94-6d32-4df
gt_3,0.9986498649864987,2222,44e4fd94-6d32-4df-GT_TOPIC_gt_3,44e4fd94-6d32-4df
gt_7,1.0,5,44e4fd94-6d32-4df-GT_TOPIC_gt_7,44e4fd94-6d32-4df
gt_9,0.8661814109742442,1786,44e4fd94-6d32-4df-GT_TOPIC_gt_9,44e4fd94-6d32-4df
gt_6,0.5714285714285714,7,44e4fd94-6d32-4df-GT_TOPIC_gt_6,44e4fd94-6d32-4df
gt_5,0.5,4,44e4fd94-6d32-4df-GT_TOPIC_gt_5,44e4fd94-6d32-4df
gt_4,0.9993275050437121,5948,44e4fd94-6d32-4df-GT_TOPIC_gt_4,44e4fd94-6d32-4df
gt_1,0.6,5,44e4fd94-6d32-4df-GT_TOPIC_gt_1,44e4fd94-6d32-4df
gt_8,0.8,5,44e4fd94-6d32-4df-GT_TOPIC_gt_8,44e4fd94-6d32-4df
gt_2,0.5555555555555556,9,44e4fd94-6d32-4df-GT_TOPIC_gt_2,44e4fd94-6d32-4df
gt_0,0.4444444444444444,9,28724742-2d8c-43a-GT_TOPIC_gt_0,28724742-2d8c-43a
gt_3,0.9995499549954996,2222,28724742-2d8c-43a-GT_TOPIC_gt_3,28724742-2d8c-43a
gt_7,1.0,5,28724742-2d8c-43a-GT_TOPIC_gt_7,28724742-2d8c-43a
gt_9,0.9994400895856663,1786,28724742-2d8c-43a-GT_TOPIC_gt_9,28724742-2d8c-43a
gt_6,0.5714285714285714,7,28724742-2d8c-43a-GT_TOPIC_gt_6,28724742-2d8c-43a
gt_5,0.5,4,28724742-2d8c-43a-GT_TOPIC_gt_5,28724742-2d8c-43a
gt_4,1.0,5948,28724742-2d8c-43a-GT_TOPIC_gt_4,28724742-2d8c-43a
gt_1,0.6,5,28724742-2d8c-43a-GT_TOPIC_gt_1,28724742-2d8c-43a
gt_8,0.6,5,28724742-2d8c-43a-GT_TOPIC_gt_8,28724742-2d8c-43a
gt_2,0.6666666666666666,9,28724742-2d8c-43a-GT_TOPIC_gt_2,28724742-2d8c-43a
gt_0,1.0,9,47121a19-9323-417-GT_TOPIC_gt_0,47121a19-9323-417
gt_3,1.0,2222,47121a19-9323-417-GT_TOPIC_gt_3,47121a19-9323-417
gt_7,1.0,5,47121a19-9323-417-GT_TOPIC_gt_7,47121a19-9323-417
gt_9,1.0,1786,47121a19-9323-417-GT_TOPIC_gt_9,47121a19-9323-417
gt_6,1.0,7,47121a19-9323-417-GT_TOPIC_gt_6,47121a19-9323-417
gt_5,1.0,4,47121a19-9323-417-GT_TOPIC_gt_5,47121a19-9323-417
gt_4,1.0,5948,47121a19-9323-417-GT_TOPIC_gt_4,47121a19-9323-417
gt_1,1.0,5,47121a19-9323-417-GT_TOPIC_gt_1,47121a19-9323-417
gt_8,1.0,5,47121a19-9323-417-GT_TOPIC_gt_8,47121a19-9323-417
gt_2,1.0,9,47121a19-9323-417-GT_TOPIC_gt_2,47121a19-9323-417
gt_0,0.4444444444444444,9,c0fcba72-346c-488-GT_TOPIC_gt_0,c0fcba72-346c-488
gt_3,0.9941494149414941,2222,c0fcba72-346c-488-GT_TOPIC_gt_3,c0fcba72-346c-488
gt_7,0.6,5,c0fcba72-346c-488-GT_TOPIC_gt_7,c0fcba72-346c-488
gt_9,0.9344904815229563,1786,c0fcba72-346c-488-GT_TOPIC_gt_9,c0fcba72-346c-488
gt_6,0.2857142857142857,7,c0fcba72-346c-488-GT_TOPIC_gt_6,c0fcba72-346c-488
gt_5,0.75,4,c0fcba72-346c-488-GT_TOPIC_gt_5,c0fcba72-346c-488
gt_4,0.8169132481506388,5948,c0fcba72-346c-488-GT_TOPIC_gt_4,c0fcba72-346c-488
gt_1,0.6,5,c0fcba72-346c-488-GT_TOPIC_gt_1,c0fcba72-346c-488
gt_8,0.4,5,c0fcba72-346c-488-GT_TOPIC_gt_8,c0fcba72-346c-488
gt_2,0.5555555555555556,9,c0fcba72-346c-488-GT_TOPIC_gt_2,c0fcba72-346c-488
gt_0,0.3333333333333333,9,e8b2d67c-87dc-480-GT_TOPIC_gt_0,e8b2d67c-87dc-480
gt_3,0.8757875787578758,2222,e8b2d67c-87dc-480-GT_TOPIC_gt_3,e8b2d67c-87dc-480
gt_7,0.4,5,e8b2d67c-87dc-480-GT_TOPIC_gt_7,e8b2d67c-87dc-480
gt_9,0.9910414333706606,1786,e8b2d67c-87dc-480-GT_TOPIC_gt_9,e8b2d67c-87dc-480
gt_6,0.2857142857142857,7,e8b2d67c-87dc-480-GT_TOPIC_gt_6,e8b2d67c-87dc-480
gt_5,0.25,4,e8b2d67c-87dc-480-GT_TOPIC_gt_5,e8b2d67c-87dc-480
gt_4,0.8912239408204439,5948,e8b2d67c-87dc-480-GT_TOPIC_gt_4,e8b2d67c-87dc-480
gt_1,0.4,5,e8b2d67c-87dc-480-GT_TOPIC_gt_1,e8b2d67c-87dc-480
gt_8,0.4,5,e8b2d67c-87dc-480-GT_TOPIC_gt_8,e8b2d67c-87dc-480
gt_2,0.3333333333333333,9,e8b2d67c-87dc-480-GT_TOPIC_gt_2,e8b2d67c-87dc-480
gt_0,0.5555555555555556,9,6e00782d-51a9-47c-GT_TOPIC_gt_0,6e00782d-51a9-47c
gt_3,0.936993699369937,2222,6e00782d-51a9-47c-GT_TOPIC_gt_3,6e00782d-51a9-47c
gt_7,0.4,5,6e00782d-51a9-47c-GT_TOPIC_gt_7,6e00782d-51a9-47c
gt_9,0.9927211646136618,1786,6e00782d-51a9-47c-GT_TOPIC_gt_9,6e00782d-51a9-47c
gt_6,0.2857142857142857,7,6e00782d-51a9-47c-GT_TOPIC_gt_6,6e00782d-51a9-47c
gt_5,0.25,4,6e00782d-51a9-47c-GT_TOPIC_gt_5,6e00782d-51a9-47c
gt_4,0.7310020174848688,5948,6e00782d-51a9-47c-GT_TOPIC_gt_4,6e00782d-51a9-47c
gt_1,0.8,5,6e00782d-51a9-47c-GT_TOPIC_gt_1,6e00782d-51a9-47c
