doc_id,run_id,topic_id,gt_topic,topic_prob,topic_assigned,silhouette
test/14860,baseline_run,baseline_run-TOPIC_0,earn,0.123340161822356,baseline_run-TOPIC_14,0.0318645458324482
test/14860,baseline_run,baseline_run-TOPIC_14,earn,0.442481641973953,baseline_run-TOPIC_14,0.0318645458324482
test/14860,baseline_run,baseline_run-TOPIC_21,earn,0.0252671180186703,baseline_run-TOPIC_14,0.0318645458324482
test/14860,baseline_run,baseline_run-TOPIC_31,earn,0.162217395029047,baseline_run-TOPIC_14,0.0318645458324482
test/14860,baseline_run,baseline_run-TOPIC_58,earn,0.0690663363077268,baseline_run-TOPIC_14,0.0318645458324482
test/14865,baseline_run,baseline_run-TOPIC_5,acq,0.0619796419699227,baseline_run-TOPIC_58,-0.026247785595098
test/14865,baseline_run,baseline_run-TOPIC_14,acq,0.02649948930597,baseline_run-TOPIC_58,-0.026247785595098
test/14865,baseline_run,baseline_run-TOPIC_38,acq,0.335469974249705,baseline_run-TOPIC_58,-0.026247785595098
test/14865,baseline_run,baseline_run-TOPIC_58,acq,0.405631712288859,baseline_run-TOPIC_58,-0.026247785595098
test/14867,baseline_run,baseline_run-TOPIC_21,jobs,0.0643621264331042,baseline_run-TOPIC_58,-0.0295338394360834
test/14867,baseline_run,baseline_run-TOPIC_27,jobs,0.019498276626709,baseline_run-TOPIC_58,-0.0295338394360834
test/14867,baseline_run,baseline_run-TOPIC_28,jobs,0.0493088451310314,baseline_run-TOPIC_58,-0.0295338394360834
test/14867,baseline_run,baseline_run-TOPIC_30,jobs,0.0941938314658695,baseline_run-TOPIC_58,-0.0295338394360834
test/14867,baseline_run,baseline_run-TOPIC_32,jobs,0.0396893143722258,baseline_run-TOPIC_58,-0.0295338394360834
test/14867,baseline_run,baseline_run-TOPIC_58,jobs,0.601966611126981,baseline_run-TOPIC_58,-0.0295338394360834
test/14872,baseline_run,baseline_run-TOPIC_21,earn,0.0396850132916466,baseline_run-TOPIC_58,-0.136578662041711
test/14872,baseline_run,baseline_run-TOPIC_23,earn,0.16793682286735,baseline_run-TOPIC_58,-0.136578662041711
test/14872,baseline_run,baseline_run-TOPIC_32,earn,0.0193227139596469,baseline_run-TOPIC_58,-0.136578662041711
test/14872,baseline_run,baseline_run-TOPIC_58,earn,0.649987549637725,baseline_run-TOPIC_58,-0.136578662041711
test/14873,baseline_run,baseline_run-TOPIC_1,earn,0.23755150448359,baseline_run-TOPIC_58,-0.0452777786362498
test/14873,baseline_run,baseline_run-TOPIC_21,earn,0.068347783307714,baseline_run-TOPIC_58,-0.0452777786362498
test/14873,baseline_run,baseline_run-TOPIC_25,earn,0.0115078777007059,baseline_run-TOPIC_58,-0.0452777786362498
test/14873,baseline_run,baseline_run-TOPIC_45,earn,0.020348375893379,baseline_run-TOPIC_58,-0.0452777786362498
test/14873,baseline_run,baseline_run-TOPIC_58,earn,0.551906235962158,baseline_run-TOPIC_58,-0.0452777786362498
test/14875,baseline_run,baseline_run-TOPIC_21,earn,0.0365654986125659,baseline_run-TOPIC_58,-0.0355544957246064
test/14875,baseline_run,baseline_run-TOPIC_43,earn,0.298792174221043,baseline_run-TOPIC_58,-0.0355544957246064
test/14875,baseline_run,baseline_run-TOPIC_58,earn,0.511562114962331,baseline_run-TOPIC_58,-0.0355544957246064
test/14876,baseline_run,baseline_run-TOPIC_14,earn,0.37237414867179,baseline_run-TOPIC_38,-0.0982855301552705
test/14876,baseline_run,baseline_run-TOPIC_38,earn,0.447851601539576,baseline_run-TOPIC_38,-0.0982855301552705
test/14877,baseline_run,baseline_run-TOPIC_17,tin,0.0251079222003044,baseline_run-TOPIC_58,-0.00791866907560796
test/14877,baseline_run,baseline_run-TOPIC_30,tin,0.0260596737352245,baseline_run-TOPIC_58,-0.00791866907560796
test/14877,baseline_run,baseline_run-TOPIC_31,tin,0.0296212580123587,baseline_run-TOPIC_58,-0.00791866907560796
test/14877,baseline_run,baseline_run-TOPIC_32,tin,0.145398879673613,baseline_run-TOPIC_58,-0.00791866907560796
test/14877,baseline_run,baseline_run-TOPIC_34,tin,0.0400053009269944,baseline_run-TOPIC_58,-0.00791866907560796
test/14877,baseline_run,baseline_run-TOPIC_58,tin,0.569591425842122,baseline_run-TOPIC_58,-0.00791866907560796
test/14877,baseline_run,baseline_run-TOPIC_60,tin,0.0193326681915926,baseline_run-TOPIC_58,-0.00791866907560796
test/14881,baseline_run,baseline_run-TOPIC_3,trade,0.0668779075482065,baseline_run-TOPIC_58,-0.0157401161397696
test/14881,baseline_run,baseline_run-TOPIC_21,trade,0.264440824590536,baseline_run-TOPIC_58,-0.0157401161397696
test/14881,baseline_run,baseline_run-TOPIC_56,trade,0.0586496546898139,baseline_run-TOPIC_58,-0.0157401161397696
test/14881,baseline_run,baseline_run-TOPIC_58,trade,0.509152411862821,baseline_run-TOPIC_58,-0.0157401161397696
test/14882,baseline_run,baseline_run-TOPIC_2,zinc,0.116422185779926,baseline_run-TOPIC_58,-0.0109520720355858
test/14882,baseline_run,baseline_run-TOPIC_21,zinc,0.129105318315137,baseline_run-TOPIC_58,-0.0109520720355858
test/14882,baseline_run,baseline_run-TOPIC_58,zinc,0.575043020413942,baseline_run-TOPIC_58,-0.0109520720355858
test/14882,baseline_run,baseline_run-TOPIC_61,zinc,0.0318629857329063,baseline_run-TOPIC_58,-0.0109520720355858
test/14885,baseline_run,baseline_run-TOPIC_32,sugar,0.0216552432797186,baseline_run-TOPIC_58,-0.112875427068769
test/14885,baseline_run,baseline_run-TOPIC_36,sugar,0.251062016035244,baseline_run-TOPIC_58,-0.112875427068769
test/14885,baseline_run,baseline_run-TOPIC_58,sugar,0.499962051855451,baseline_run-TOPIC_58,-0.112875427068769
test/14885,baseline_run,baseline_run-TOPIC_60,sugar,0.0754505243240857,baseline_run-TOPIC_58,-0.112875427068769
test/14885,baseline_run,baseline_run-TOPIC_62,sugar,0.0262322455439442,baseline_run-TOPIC_58,-0.112875427068769
test/14886,baseline_run,baseline_run-TOPIC_10,sugar,0.181169566489973,baseline_run-TOPIC_58,-0.100316060378837
test/14886,baseline_run,baseline_run-TOPIC_36,sugar,0.236629909064089,baseline_run-TOPIC_58,-0.100316060378837
test/14886,baseline_run,baseline_run-TOPIC_58,sugar,0.366007499571944,baseline_run-TOPIC_58,-0.100316060378837
test/14888,baseline_run,baseline_run-TOPIC_3,acq,0.0180052852410821,baseline_run-TOPIC_58,-0.0120693017477291
test/14888,baseline_run,baseline_run-TOPIC_21,acq,0.0918563120435725,baseline_run-TOPIC_58,-0.0120693017477291
test/14888,baseline_run,baseline_run-TOPIC_27,acq,0.32081280319122,baseline_run-TOPIC_58,-0.0120693017477291
test/14888,baseline_run,baseline_run-TOPIC_46,acq,0.0113560767854049,baseline_run-TOPIC_58,-0.0120693017477291
test/14888,baseline_run,baseline_run-TOPIC_58,acq,0.42691695657278,baseline_run-TOPIC_58,-0.0120693017477291
test/14888,baseline_run,baseline_run-TOPIC_62,acq,0.0281795583178533,baseline_run-TOPIC_58,-0.0120693017477291
test/14899,baseline_run,baseline_run-TOPIC_33,earn,0.467887545447173,baseline_run-TOPIC_33,-0.0324411717652958
test/14899,baseline_run,baseline_run-TOPIC_58,earn,0.27179312948297,baseline_run-TOPIC_33,-0.0324411717652958
test/14900,baseline_run,baseline_run-TOPIC_21,acq,0.00732648844212812,baseline_run-TOPIC_58,-0.00433523025213941
test/14900,baseline_run,baseline_run-TOPIC_22,acq,0.1150222509442,baseline_run-TOPIC_58,-0.00433523025213941
test/14900,baseline_run,baseline_run-TOPIC_32,acq,0.219329787190151,baseline_run-TOPIC_58,-0.00433523025213941
test/14900,baseline_run,baseline_run-TOPIC_58,acq,0.533133816112036,baseline_run-TOPIC_58,-0.00433523025213941
test/14903,baseline_run,baseline_run-TOPIC_11,earn,0.0606610233000012,baseline_run-TOPIC_58,-0.0175747181880966
test/14903,baseline_run,baseline_run-TOPIC_21,earn,0.0280331334759482,baseline_run-TOPIC_58,-0.0175747181880966
test/14903,baseline_run,baseline_run-TOPIC_26,earn,0.110024519035207,baseline_run-TOPIC_58,-0.0175747181880966
test/14903,baseline_run,baseline_run-TOPIC_58,earn,0.639151690063756,baseline_run-TOPIC_58,-0.0175747181880966
test/14904,baseline_run,baseline_run-TOPIC_21,trade,0.555537711212308,baseline_run-TOPIC_21,0.00573232288998697
test/14904,baseline_run,baseline_run-TOPIC_58,trade,0.332789861707611,baseline_run-TOPIC_21,0.00573232288998697
test/14907,baseline_run,baseline_run-TOPIC_7,acq,0.128927870875299,baseline_run-TOPIC_58,-0.0274589200031848
test/14907,baseline_run,baseline_run-TOPIC_25,acq,0.16909048641387,baseline_run-TOPIC_58,-0.0274589200031848
test/14907,baseline_run,baseline_run-TOPIC_58,acq,0.447742307226942,baseline_run-TOPIC_58,-0.0274589200031848
test/14907,baseline_run,baseline_run-TOPIC_60,acq,0.0997323144767674,baseline_run-TOPIC_58,-0.0274589200031848
test/14909,baseline_run,baseline_run-TOPIC_17,acq,0.243130457380388,baseline_run-TOPIC_58,-0.0362846897672713
test/14909,baseline_run,baseline_run-TOPIC_21,acq,0.0392578436859308,baseline_run-TOPIC_58,-0.0362846897672713
test/14909,baseline_run,baseline_run-TOPIC_58,acq,0.577267759820481,baseline_run-TOPIC_58,-0.0362846897672713
test/14911,baseline_run,baseline_run-TOPIC_21,earn,0.0479558957576673,baseline_run-TOPIC_58,-0.0642632638911224
test/14911,baseline_run,baseline_run-TOPIC_43,earn,0.236545926499503,baseline_run-TOPIC_58,-0.0642632638911224
test/14911,baseline_run,baseline_run-TOPIC_56,earn,0.0808290339720733,baseline_run-TOPIC_58,-0.0642632638911224
test/14911,baseline_run,baseline_run-TOPIC_58,earn,0.512429924654277,baseline_run-TOPIC_58,-0.0642632638911224
test/14911,baseline_run,baseline_run-TOPIC_60,earn,0.00924746935321298,baseline_run-TOPIC_58,-0.0642632638911224
test/14912,baseline_run,baseline_run-TOPIC_3,trade,0.0667525574827841,baseline_run-TOPIC_58,-0.0155759943903544
test/14912,baseline_run,baseline_run-TOPIC_21,trade,0.276394112902889,baseline_run-TOPIC_58,-0.0155759943903544
test/14912,baseline_run,baseline_run-TOPIC_56,trade,0.0585121466709362,baseline_run-TOPIC_58,-0.0155759943903544
test/14912,baseline_run,baseline_run-TOPIC_58,trade,0.496510036419017,baseline_run-TOPIC_58,-0.0155759943903544
test/14918,baseline_run,baseline_run-TOPIC_21,cpi,0.0589950473292972,baseline_run-TOPIC_58,-0.105434512862714
test/14918,baseline_run,baseline_run-TOPIC_30,cpi,0.144534583350828,baseline_run-TOPIC_58,-0.105434512862714
test/14918,baseline_run,baseline_run-TOPIC_32,cpi,0.110001435449613,baseline_run-TOPIC_58,-0.105434512862714
test/14918,baseline_run,baseline_run-TOPIC_47,cpi,0.0805004579370881,baseline_run-TOPIC_58,-0.105434512862714
test/14918,baseline_run,baseline_run-TOPIC_58,cpi,0.42188383774033,baseline_run-TOPIC_58,-0.105434512862714
test/14921,baseline_run,baseline_run-TOPIC_21,acq,0.226011869214015,baseline_run-TOPIC_58,-0.0208446238190624
test/14921,baseline_run,baseline_run-TOPIC_22,acq,0.0114721558816254,baseline_run-TOPIC_58,-0.0208446238190624
test/14921,baseline_run,baseline_run-TOPIC_23,acq,0.00938586554423501,baseline_run-TOPIC_58,-0.0208446238190624
test/14921,baseline_run,baseline_run-TOPIC_26,acq,0.0172300378630689,baseline_run-TOPIC_58,-0.0208446238190624
test/14921,baseline_run,baseline_run-TOPIC_27,acq,0.224129471029311,baseline_run-TOPIC_58,-0.0208446238190624
test/14921,baseline_run,baseline_run-TOPIC_58,acq,0.423649698076993,baseline_run-TOPIC_58,-0.0208446238190624
test/14922,baseline_run,baseline_run-TOPIC_2,sugar,0.22044320830404,baseline_run-TOPIC_58,-0.0202090893439885
test/14922,baseline_run,baseline_run-TOPIC_30,sugar,0.117905346235085,baseline_run-TOPIC_58,-0.0202090893439885
test/14922,baseline_run,baseline_run-TOPIC_58,sugar,0.504045661842264,baseline_run-TOPIC_58,-0.0202090893439885
test/14922,baseline_run,baseline_run-TOPIC_60,sugar,0.0399158979333025,baseline_run-TOPIC_58,-0.0202090893439885
test/14923,baseline_run,baseline_run-TOPIC_32,sugar,0.0236319918684724,baseline_run-TOPIC_58,-0.127004715726093
test/14923,baseline_run,baseline_run-TOPIC_36,sugar,0.344330254865515,baseline_run-TOPIC_58,-0.127004715726093
test/14923,baseline_run,baseline_run-TOPIC_58,sugar,0.443823130145407,baseline_run-TOPIC_58,-0.127004715726093
test/14923,baseline_run,baseline_run-TOPIC_60,sugar,0.0435175742566043,baseline_run-TOPIC_58,-0.127004715726093
test/14926,baseline_run,baseline_run-TOPIC_21,earn,0.133193382980486,baseline_run-TOPIC_40,-0.0279355000104266
test/14926,baseline_run,baseline_run-TOPIC_40,earn,0.369822530726299,baseline_run-TOPIC_40,-0.0279355000104266
test/14926,baseline_run,baseline_run-TOPIC_58,earn,0.343796750240656,baseline_run-TOPIC_40,-0.0279355000104266
test/14928,baseline_run,baseline_run-TOPIC_6,nickel,0.0608577408309249,baseline_run-TOPIC_58,-0.0145336825971914
test/14928,baseline_run,baseline_run-TOPIC_21,nickel,0.0379837393002522,baseline_run-TOPIC_58,-0.0145336825971914
test/14928,baseline_run,baseline_run-TOPIC_32,nickel,0.0267494072014846,baseline_run-TOPIC_58,-0.0145336825971914
test/14928,baseline_run,baseline_run-TOPIC_38,nickel,0.128495527986224,baseline_run-TOPIC_58,-0.0145336825971914
test/14928,baseline_run,baseline_run-TOPIC_58,nickel,0.634087217176111,baseline_run-TOPIC_58,-0.0145336825971914
test/14930,baseline_run,baseline_run-TOPIC_21,earn,0.475450754077968,baseline_run-TOPIC_21,-0.0285020014825808
test/14930,baseline_run,baseline_run-TOPIC_58,earn,0.350907635683153,baseline_run-TOPIC_21,-0.0285020014825808
test/14932,baseline_run,baseline_run-TOPIC_35,acq,0.283937242602765,baseline_run-TOPIC_60,0.0103607860237221
test/14932,baseline_run,baseline_run-TOPIC_58,acq,0.262329139851288,baseline_run-TOPIC_60,0.0103607860237221
test/14932,baseline_run,baseline_run-TOPIC_60,acq,0.286407430545666,baseline_run-TOPIC_60,0.0103607860237221
test/14933,baseline_run,baseline_run-TOPIC_17,earn,0.136634778698808,baseline_run-TOPIC_58,-0.019812825365546
test/14933,baseline_run,baseline_run-TOPIC_21,earn,0.080452726243788,baseline_run-TOPIC_58,-0.019812825365546
test/14933,baseline_run,baseline_run-TOPIC_58,earn,0.652384899477755,baseline_run-TOPIC_58,-0.019812825365546
test/14934,baseline_run,baseline_run-TOPIC_1,earn,0.239680688135673,baseline_run-TOPIC_11,0.192999271726714
test/14934,baseline_run,baseline_run-TOPIC_11,earn,0.538485545848496,baseline_run-TOPIC_11,0.192999271726714
test/14941,baseline_run,baseline_run-TOPIC_3,acq,0.370921991825498,baseline_run-TOPIC_58,-0.0191283697817635
test/14941,baseline_run,baseline_run-TOPIC_21,acq,0.0933860510059003,baseline_run-TOPIC_58,-0.0191283697817635
test/14941,baseline_run,baseline_run-TOPIC_58,acq,0.389260007814606,baseline_run-TOPIC_58,-0.0191283697817635
test/14943,baseline_run,baseline_run-TOPIC_58,acq,0.401014321468448,baseline_run-TOPIC_58,-0.0171672840138562
test/14943,baseline_run,baseline_run-TOPIC_60,acq,0.330339534710241,baseline_run-TOPIC_58,-0.0171672840138562
test/14949,baseline_run,baseline_run-TOPIC_17,acq,0.122465424193878,baseline_run-TOPIC_58,-0.0292136882129951
test/14949,baseline_run,baseline_run-TOPIC_58,acq,0.499832307785215,baseline_run-TOPIC_58,-0.0292136882129951
test/14949,baseline_run,baseline_run-TOPIC_60,acq,0.230530966216493,baseline_run-TOPIC_58,-0.0292136882129951
test/14951,baseline_run,baseline_run-TOPIC_21,groundnut,0.266449695513703,baseline_run-TOPIC_58,-0.0100557560833557
test/14951,baseline_run,baseline_run-TOPIC_40,groundnut,0.0197491644858785,baseline_run-TOPIC_58,-0.0100557560833557
test/14951,baseline_run,baseline_run-TOPIC_44,groundnut,0.145209843814625,baseline_run-TOPIC_58,-0.0100557560833557
test/14951,baseline_run,baseline_run-TOPIC_49,groundnut,0.0888081045334083,baseline_run-TOPIC_58,-0.0100557560833557
test/14951,baseline_run,baseline_run-TOPIC_58,groundnut,0.339304815180435,baseline_run-TOPIC_58,-0.0100557560833557
test/14954,baseline_run,baseline_run-TOPIC_3,earn,0.180342677144312,baseline_run-TOPIC_14,0.117217087491123
test/14954,baseline_run,baseline_run-TOPIC_14,earn,0.587509502596385,baseline_run-TOPIC_14,0.117217087491123
test/14957,baseline_run,baseline_run-TOPIC_21,ship,0.154344569593865,baseline_run-TOPIC_58,-0.0173064213132397
test/14957,baseline_run,baseline_run-TOPIC_58,ship,0.711341960477614,baseline_run-TOPIC_58,-0.0173064213132397
test/14958,baseline_run,baseline_run-TOPIC_0,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_1,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_2,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_3,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_4,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_5,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_6,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_7,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_8,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_9,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_10,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_11,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_12,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_13,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_14,earn,0.286487221026483,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_15,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_16,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_17,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_18,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_19,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_20,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_21,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_22,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_23,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_24,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_25,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_26,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_27,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_28,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_29,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_30,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_31,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_32,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_33,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_34,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_35,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_36,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_37,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_38,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_39,earn,0.347167548304399,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_40,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_41,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_42,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_43,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_44,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_45,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_46,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_47,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_48,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_49,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_50,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_51,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_52,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_53,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_54,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_55,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
test/14958,baseline_run,baseline_run-TOPIC_56,earn,0.00581500366141458,baseline_run-TOPIC_39,-0.074300519495336
