run_id,topic_id,top_term_order,top_term,top_prob
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,56,tmprss11d,0.000134908384020377
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,57,dnmt1,0.000134853031363522
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,58,admix,0.000134366461077939
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,59,ibd,0.000134043124919444
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,60,sev/δm,0.000133657348473045
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,61,glomerular,0.000133324516918249
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,62,lmt,0.000133304320448988
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,63,sleep,0.000133295717702138
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,64,gar,0.000133120490971024
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,65,licochalcon,0.000132626750075233
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,66,tr1,0.000132507158696811
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,67,a2mc2-p90,0.000132428399201517
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,68,megakaryopoiesi,0.000132048905683488
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,69,hunov,0.000131103506796258
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,70,obliteran,0.000130841134489041
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,71,plp-1,0.000130807912634787
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,72,cohabit,0.000130701583667334
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,73,irf5,0.000130134590050299
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,74,gem,0.000129623037945353
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,75,hev8,0.000129090274507641
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,76,clec4m,0.000128992384068851
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,77,nnpd,0.000128674240546881
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,78,ngal,0.000127864150961092
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,79,bcl6,0.000127475086316019
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,80,tio,0.000127303338319955
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,81,erc,0.000126874256665051
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,82,brv,0.000126820414142516
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,83,apobec3h,0.000126643405948784
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,84,gnptab,0.000125775258818198
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,85,cnp,0.000125683355468519
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,86,cyhv-3,0.000125667581000284
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,87,nfκb,0.00012555774551401
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,88,high-threat,0.000125342064452709
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,89,ingn,0.000125318107326847
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,90,alecto,0.000125075830481117
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,91,immunodiffus,0.000124429208796299
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,92,vδ2,0.000124246846005906
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,93,itch,0.000124233001771597
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,94,a3/mhv,0.000123998883655636
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,95,desmosterol,0.000123983168608773
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,96,mir‐9,0.000123883213062869
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,97,db/db,0.000123656611605085
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,98,capybara,0.00012341293267563
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,99,pd-l1,0.000123379037307976
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_0,100,bfa,0.000122552143424654
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,1,pdc,0.00117568552740757
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,2,plasmacytoid,0.000451363894727608
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,3,dc-signr,0.00034903128124723
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,4,quercetin,0.000316751756057877
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,5,rva,0.000296142294730006
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,6,baff,0.000275542396307742
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,7,mast,0.000260520434091217
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,8,resequenc,0.000251806359728998
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,9,ivig,0.000237978222230985
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,10,sting,0.000233373417385507
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,11,mmtv,0.000230838435587351
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,12,virus-vector,0.000228846480140126
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,13,clr,0.000222739714776754
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,14,palindrom,0.000220217230995082
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,15,hrct,0.000216908848107695
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,16,orf7b,0.000214434776805862
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,17,sarcoidosi,0.00021435022077325
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,18,litter,0.000210442584268631
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,19,ibdv,0.00020687949801979
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,20,lsectin,0.000206858529733939
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,21,tonsillar,0.000206163126888661
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,22,gp64,0.000201365690257874
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,23,prp,0.000199919302480359
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,24,nidoviru,0.000199631933680885
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,25,parkinson,0.00019890172911429
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,26,bioaerosol,0.000194964293729953
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,27,oas1,0.00019474368097472
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,28,fibronectin,0.000188421623487969
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,29,sam,0.000187520635688838
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,30,fapn,0.000179777436248701
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,31,arena,0.000175124518225413
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,32,odn,0.00017351093165865
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,33,single-dos,0.000172655940293171
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,34,medit,0.00017095050526378
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,35,bfa,0.000170497542300057
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,36,neck,0.000168735711398178
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,37,emc,0.000167614454753848
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,38,typhi,0.000166462886972407
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,39,prolin,0.000166202355187173
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,40,ifnl,0.000158744303948032
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,41,mlb1,0.000152076642645886
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,42,travel-rel,0.000151747459622471
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,43,adenoid,0.000150606914288082
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,44,furin,0.000150108961996208
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,45,imatinib,0.00014935360633055
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,46,oshima,0.000148525518867203
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,47,u274,0.000147543627064549
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,48,care-associ,0.000146334385632855
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,49,ibalt,0.000145996822943019
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,50,npi,0.000145945176520576
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,51,histamin,0.000145882181820442
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,52,saon,0.00014489300702574
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,53,non-hospit,0.00014463682080669
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,54,frc,0.000143997838878019
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,55,hdl,0.000142611416159233
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,56,fmopv,0.000142015811380819
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,57,parapertussi,0.000141287283783625
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,58,rna-protein,0.000140050957216503
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,59,alv-j,0.000139312682816247
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,60,brazzein,0.000138930998396173
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,61,cne,0.000137850521601809
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,62,siderocalin,0.000137850216882351
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,63,nafld,0.000137501234450662
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,64,iltv,0.00013694990239735
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,65,cyt,0.000136564072465343
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,66,cgvhd,0.000136470758390372
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,67,katnal1,0.000136326759074748
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,68,rvb,0.000135367804275558
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,69,vp5,0.000134646080098467
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,70,dhav,0.000134322932806267
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,71,traf,0.000133861816226087
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,72,pp1ab,0.000133676758161981
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,73,pp1a,0.000132368144615421
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,74,cd9,0.000132029046838558
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,75,z-curv,0.000132011063190728
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,76,lyssaviru,0.000131969677685326
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,77,caregiv,0.000131202921634378
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,78,cruzi,0.000130780127235566
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,79,xmap,0.000130746677129294
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,80,acn,0.000130746257066566
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,81,forens,0.00012934513476192
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,82,hku15,0.000129085227683641
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,83,virophag,0.000128823456594797
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,84,pdcss,0.000128788946786874
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,85,teacher,0.000128748611766476
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,86,mammari,0.000128349498675816
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,87,pst,0.000128213944661925
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,88,parkin,0.000128168796646739
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,89,va1,0.000127490629925505
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,90,allplex,0.000127432411925495
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,91,vntr,0.000127235029825079
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,92,mab2,0.000126779514989423
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,93,p12,0.000126764657590947
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,94,nectin-1,0.00012644443308546
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,95,mpxv,0.000125973021446992
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,96,malat1,0.000125831810189652
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,97,hypertrophi,0.00012562860643217
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,98,c-src,0.000125394703744609
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,99,foetus,0.000125133120937597
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_1,100,lna,0.000124509614892003
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,1,nsp2,0.000597887138849108
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,2,rabv,0.00044562196417273
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,3,mda5,0.000430533133640437
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,4,dmv,0.000375058751812778
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,5,pa-x,0.000366010740796656
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,6,idv,0.000281176802138942
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,7,lozeng,0.000267002516272335
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,8,pec,0.000264425571978078
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,9,btov,0.00025611979697138
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,10,pbm,0.000248835822934841
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,11,debora,0.000236971014925845
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,12,mackenzi,0.000236971014925845
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,13,ethiopia,0.000229470283398193
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,14,ppe,0.00022356987670317
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,15,sirt1,0.000218554471684644
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,16,thai,0.000217506349313205
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,17,michael,0.000214534861491356
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,18,sdav,0.00021436003496187
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,19,achromobact,0.000212705237099044
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,20,aphid,0.000207803565361116
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,21,lyssaviru,0.000205514475709975
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,22,n-ntd,0.000200996856116018
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,23,hlh,0.000200454615754122
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,24,crazy-pav,0.000199413646984731
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,25,autophagosom,0.000196091134471937
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,26,cchf,0.000187010536496435
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,27,hcq,0.000185725261090024
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,28,lc3,0.000175614696181364
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,29,s-oiv,0.000172466041226507
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,30,ns2b-ns3,0.000166761760670108
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,31,asept,0.000166622754888797
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,32,deubiquitinas,0.000165539478759302
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,33,amd,0.000160475025512054
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,34,pl2,0.000157447804401222
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,35,hmgb1,0.000157295163620831
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,36,supercrit,0.000157190433870758
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,37,sensori,0.000156591914078974
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,38,cal,0.000156308885791256
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,39,atg,0.000156085406154009
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,40,drak2,0.000155963639069165
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,41,nxf1,0.000155376686094906
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,42,lymphohistiocytosi,0.000151169257964839
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,43,amirna,0.000147955794707803
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,44,geneticin,0.000147047496279566
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,45,hemophagocyt,0.000145003415195774
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,46,rbp,0.000144817047312889
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,47,intussuscept,0.000144661882048006
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,48,defensin,0.000143958671371573
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,49,ck20mrna,0.000143122939882929
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,50,tgf-β,0.000143118561015603
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,51,mir‐127‐5p,0.000142956562007833
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,52,lightcycl,0.000142731536721411
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,53,encephalit,0.000140877321650686
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,54,ablv,0.000139696300447057
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,55,trim21,0.000139165467038122
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,56,cidofovir,0.000138751866500122
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,57,cd317,0.000138306031912931
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,58,deisgylas,0.000137937751927066
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,59,ptov,0.000135717498842464
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,60,self-swab,0.000135700466638442
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,61,bov,0.0001355972229315
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,62,saponin,0.00013555972148808
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,63,hcov-19,0.000135559364847038
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,64,olfactori,0.000135348769984098
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,65,pertussi,0.000134444604104735
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,66,kallistatin,0.000133806814613636
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,67,inhibitor-resist,0.000132980711922773
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,68,microwav,0.000132666277229936
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,69,patchouli,0.0001326374291166
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,70,fertiqol,0.000131254164146323
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,71,sud,0.000130895401992549
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,72,cpb,0.000130516358184111
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,73,gsdma3,0.000129978704678811
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,74,helmet,0.00012976273221102
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,75,avp,0.000129564345117157
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,76,amc/dcba,0.000129087981620384
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,77,h273r,0.00012890260970427
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,78,ecatg5,0.000128741140068818
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,79,rvd,0.000128538730490262
4248028d-d89a-4e2,4248028d-d89a-4e2-TOPIC_2,80,tace,0.000127092098198002
