"run_id","action_impact","action_type","action_details","action_details_short","metric","metric_score"
"bd240941-73b7-431","prep","Remove N stop terms from default list","Removed the following 160 stop termsthat;up;yours;by;down;are;shouldn;just;his;her;isn;below;own;who;them;the;having;had;after","1b4696386add83cec2a77669dd410e48","f1",0.427941308848681
"bd240941-73b7-431","prep","Remove N stop terms from default list","Removed the following 160 stop termsthat;up;yours;by;down;are;shouldn;just;his;her;isn;below;own;who;them;the;having;had;after","1b4696386add83cec2a77669dd410e48","fmi",0.592707585263199
"bd240941-73b7-431","prep","Remove N stop terms from default list","Removed the following 160 stop termsthat;up;yours;by;down;are;shouldn;just;his;her;isn;below;own;who;them;the;having;had;after","1b4696386add83cec2a77669dd410e48","silhouette_overall",0.0038541008846434
"bd240941-73b7-431","prep","Remove N stop terms from default list","Removed the following 160 stop termsthat;up;yours;by;down;are;shouldn;just;his;her;isn;below;own;who;them;the;having;had;after","1b4696386add83cec2a77669dd410e48","homogeneity",0.0403104814129842
"bd240941-73b7-431","prep","Remove N stop terms from default list","Removed the following 160 stop termsthat;up;yours;by;down;are;shouldn;just;his;her;isn;below;own;who;them;the;having;had;after","1b4696386add83cec2a77669dd410e48","completness",0.109778358298898
"bd240941-73b7-431","prep","Remove N stop terms from default list","Removed the following 160 stop termsthat;up;yours;by;down;are;shouldn;just;his;her;isn;below;own;who;them;the;having;had;after","1b4696386add83cec2a77669dd410e48","v_measure",0.0589679882961387
"47121a19-9323-417","prep","Remove N stop terms from default list","Removed the following 0 stop termsma;is;needn't;theirs;that;m;weren't;won't;our;which;if;himself;does;we;now;won;and;both;her;has;isn;off;wasn't;isn't;hadn't;into;but;myself;doing;about;yourself;once;before;them;such;ll;y;doesn't;whom;as;am;had;having;where;didn;through;yourselves;didn't;hasn;ain;under;this;my;she's;shan't;been;their;wouldn;d;yours;over;so;hasn't;against;should've;shouldn't;wasn;will;of;o;ourselves;he;down;below;you've;itself;who;why;did;re;further;i;t;being;have;for;you're;to;few;some;can;it;with;there;s;up;here;then;in;him;each;too;mustn;you'll;same;needn;from;couldn;shouldn;until;hadn;during;its;own;than;only;all;what;mustn't;themselves;you'd;more;a;ve;couldn't;was;no;haven't;mightn;me;very;because;don;weren;above;those;out;aren't;your;other;nor;by;an;any;between;mightn't;should;again;you;ours;are;just;at;his;most;be;they;aren;herself;do;while;these;don't;hers;not;the;when;she;it's;were;after;on;how;or;shan;that'll;wouldn't;haven;doesn","89e1374c90cea5beb8124e002318bcfb","accuracy_overall",1
"47121a19-9323-417","prep","Remove N stop terms from default list","Removed the following 0 stop termsma;is;needn't;theirs;that;m;weren't;won't;our;which;if;himself;does;we;now;won;and;both;her;has;isn;off;wasn't;isn't;hadn't;into;but;myself;doing;about;yourself;once;before;them;such;ll;y;doesn't;whom;as;am;had;having;where;didn;through;yourselves;didn't;hasn;ain;under;this;my;she's;shan't;been;their;wouldn;d;yours;over;so;hasn't;against;should've;shouldn't;wasn;will;of;o;ourselves;he;down;below;you've;itself;who;why;did;re;further;i;t;being;have;for;you're;to;few;some;can;it;with;there;s;up;here;then;in;him;each;too;mustn;you'll;same;needn;from;couldn;shouldn;until;hadn;during;its;own;than;only;all;what;mustn't;themselves;you'd;more;a;ve;couldn't;was;no;haven't;mightn;me;very;because;don;weren;above;those;out;aren't;your;other;nor;by;an;any;between;mightn't;should;again;you;ours;are;just;at;his;most;be;they;aren;herself;do;while;these;don't;hers;not;the;when;she;it's;were;after;on;how;or;shan;that'll;wouldn't;haven;doesn","89e1374c90cea5beb8124e002318bcfb","accuracy_overall_weighted",1
"47121a19-9323-417","prep","Remove N stop terms from default list","Removed the following 0 stop termsma;is;needn't;theirs;that;m;weren't;won't;our;which;if;himself;does;we;now;won;and;both;her;has;isn;off;wasn't;isn't;hadn't;into;but;myself;doing;about;yourself;once;before;them;such;ll;y;doesn't;whom;as;am;had;having;where;didn;through;yourselves;didn't;hasn;ain;under;this;my;she's;shan't;been;their;wouldn;d;yours;over;so;hasn't;against;should've;shouldn't;wasn;will;of;o;ourselves;he;down;below;you've;itself;who;why;did;re;further;i;t;being;have;for;you're;to;few;some;can;it;with;there;s;up;here;then;in;him;each;too;mustn;you'll;same;needn;from;couldn;shouldn;until;hadn;during;its;own;than;only;all;what;mustn't;themselves;you'd;more;a;ve;couldn't;was;no;haven't;mightn;me;very;because;don;weren;above;those;out;aren't;your;other;nor;by;an;any;between;mightn't;should;again;you;ours;are;just;at;his;most;be;they;aren;herself;do;while;these;don't;hers;not;the;when;she;it's;were;after;on;how;or;shan;that'll;wouldn't;haven;doesn","89e1374c90cea5beb8124e002318bcfb","f1",1
"47121a19-9323-417","prep","Remove N stop terms from default list","Removed the following 0 stop termsma;is;needn't;theirs;that;m;weren't;won't;our;which;if;himself;does;we;now;won;and;both;her;has;isn;off;wasn't;isn't;hadn't;into;but;myself;doing;about;yourself;once;before;them;such;ll;y;doesn't;whom;as;am;had;having;where;didn;through;yourselves;didn't;hasn;ain;under;this;my;she's;shan't;been;their;wouldn;d;yours;over;so;hasn't;against;should've;shouldn't;wasn;will;of;o;ourselves;he;down;below;you've;itself;who;why;did;re;further;i;t;being;have;for;you're;to;few;some;can;it;with;there;s;up;here;then;in;him;each;too;mustn;you'll;same;needn;from;couldn;shouldn;until;hadn;during;its;own;than;only;all;what;mustn't;themselves;you'd;more;a;ve;couldn't;was;no;haven't;mightn;me;very;because;don;weren;above;those;out;aren't;your;other;nor;by;an;any;between;mightn't;should;again;you;ours;are;just;at;his;most;be;they;aren;herself;do;while;these;don't;hers;not;the;when;she;it's;were;after;on;how;or;shan;that'll;wouldn't;haven;doesn","89e1374c90cea5beb8124e002318bcfb","fmi",1
"47121a19-9323-417","prep","Remove N stop terms from default list","Removed the following 0 stop termsma;is;needn't;theirs;that;m;weren't;won't;our;which;if;himself;does;we;now;won;and;both;her;has;isn;off;wasn't;isn't;hadn't;into;but;myself;doing;about;yourself;once;before;them;such;ll;y;doesn't;whom;as;am;had;having;where;didn;through;yourselves;didn't;hasn;ain;under;this;my;she's;shan't;been;their;wouldn;d;yours;over;so;hasn't;against;should've;shouldn't;wasn;will;of;o;ourselves;he;down;below;you've;itself;who;why;did;re;further;i;t;being;have;for;you're;to;few;some;can;it;with;there;s;up;here;then;in;him;each;too;mustn;you'll;same;needn;from;couldn;shouldn;until;hadn;during;its;own;than;only;all;what;mustn't;themselves;you'd;more;a;ve;couldn't;was;no;haven't;mightn;me;very;because;don;weren;above;those;out;aren't;your;other;nor;by;an;any;between;mightn't;should;again;you;ours;are;just;at;his;most;be;they;aren;herself;do;while;these;don't;hers;not;the;when;she;it's;were;after;on;how;or;shan;that'll;wouldn't;haven;doesn","89e1374c90cea5beb8124e002318bcfb","silhouette_overall",0.00590970084766357
"47121a19-9323-417","prep","Remove N stop terms from default list","Removed the following 0 stop termsma;is;needn't;theirs;that;m;weren't;won't;our;which;if;himself;does;we;now;won;and;both;her;has;isn;off;wasn't;isn't;hadn't;into;but;myself;doing;about;yourself;once;before;them;such;ll;y;doesn't;whom;as;am;had;having;where;didn;through;yourselves;didn't;hasn;ain;under;this;my;she's;shan't;been;their;wouldn;d;yours;over;so;hasn't;against;should've;shouldn't;wasn;will;of;o;ourselves;he;down;below;you've;itself;who;why;did;re;further;i;t;being;have;for;you're;to;few;some;can;it;with;there;s;up;here;then;in;him;each;too;mustn;you'll;same;needn;from;couldn;shouldn;until;hadn;during;its;own;than;only;all;what;mustn't;themselves;you'd;more;a;ve;couldn't;was;no;haven't;mightn;me;very;because;don;weren;above;those;out;aren't;your;other;nor;by;an;any;between;mightn't;should;again;you;ours;are;just;at;his;most;be;they;aren;herself;do;while;these;don't;hers;not;the;when;she;it's;were;after;on;how;or;shan;that'll;wouldn't;haven;doesn","89e1374c90cea5beb8124e002318bcfb","homogeneity",1
"47121a19-9323-417","prep","Remove N stop terms from default list","Removed the following 0 stop termsma;is;needn't;theirs;that;m;weren't;won't;our;which;if;himself;does;we;now;won;and;both;her;has;isn;off;wasn't;isn't;hadn't;into;but;myself;doing;about;yourself;once;before;them;such;ll;y;doesn't;whom;as;am;had;having;where;didn;through;yourselves;didn't;hasn;ain;under;this;my;she's;shan't;been;their;wouldn;d;yours;over;so;hasn't;against;should've;shouldn't;wasn;will;of;o;ourselves;he;down;below;you've;itself;who;why;did;re;further;i;t;being;have;for;you're;to;few;some;can;it;with;there;s;up;here;then;in;him;each;too;mustn;you'll;same;needn;from;couldn;shouldn;until;hadn;during;its;own;than;only;all;what;mustn't;themselves;you'd;more;a;ve;couldn't;was;no;haven't;mightn;me;very;because;don;weren;above;those;out;aren't;your;other;nor;by;an;any;between;mightn't;should;again;you;ours;are;just;at;his;most;be;they;aren;herself;do;while;these;don't;hers;not;the;when;she;it's;were;after;on;how;or;shan;that'll;wouldn't;haven;doesn","89e1374c90cea5beb8124e002318bcfb","completness",1
"47121a19-9323-417","prep","Remove N stop terms from default list","Removed the following 0 stop termsma;is;needn't;theirs;that;m;weren't;won't;our;which;if;himself;does;we;now;won;and;both;her;has;isn;off;wasn't;isn't;hadn't;into;but;myself;doing;about;yourself;once;before;them;such;ll;y;doesn't;whom;as;am;had;having;where;didn;through;yourselves;didn't;hasn;ain;under;this;my;she's;shan't;been;their;wouldn;d;yours;over;so;hasn't;against;should've;shouldn't;wasn;will;of;o;ourselves;he;down;below;you've;itself;who;why;did;re;further;i;t;being;have;for;you're;to;few;some;can;it;with;there;s;up;here;then;in;him;each;too;mustn;you'll;same;needn;from;couldn;shouldn;until;hadn;during;its;own;than;only;all;what;mustn't;themselves;you'd;more;a;ve;couldn't;was;no;haven't;mightn;me;very;because;don;weren;above;those;out;aren't;your;other;nor;by;an;any;between;mightn't;should;again;you;ours;are;just;at;his;most;be;they;aren;herself;do;while;these;don't;hers;not;the;when;she;it's;were;after;on;how;or;shan;that'll;wouldn't;haven;doesn","89e1374c90cea5beb8124e002318bcfb","v_measure",1
